customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent,total_orders,total_spend,avg_order_value,avg_discount_pct,return_rate,avg_rating,ticket_count,avg_resolution_hours,avg_sentiment,reopen_rate,snapshot_date_x,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,snapshot_date_y,last_campaign_received,last_campaign_cost,manual_priority_bucket,snapshot_date,churn_next_60d,split
CUST00951,2025-05-27,Tier 2,25-34,Referral,Gold,Baby Care,Sensitive,Yes,1,602.19,602.19,0.12,0.0,5.0,,,,,2025-09-30,6,32,2,0,1,6,2,6,2025-09-30,new_launch,0,medium,2025-09-30,0,train
CUST00952,2024-03-01,Tier 2,18-24,Marketplace,Gold,Makeup,Oily,Yes,8,4710.47,588.80875,0.33625,0.0,4.0,,,,,2025-09-30,16,73,6,2,4,11,4,13,2025-09-30,none,0,medium,2025-09-30,0,validation
CUST00953,2024-02-06,Tier 1,25-34,Google Search,Silver,Wellness,Normal,Yes,3,1925.94,641.98,0.38999999999999996,0.3333333333333333,3.0,1.0,39.3,-0.96,1.0,2025-09-30,5,18,3,1,1,4,2,0,2025-09-30,new_launch,40,low,2025-09-30,0,train
CUST00954,2025-05-23,Tier 2,25-34,Referral,,Fragrance,Dry,Yes,2,769.86,384.93,0.475,0.0,3.5,,,,,2025-09-30,12,44,5,3,2,6,2,5,2025-09-30,bundle_discount,25,low,2025-09-30,0,test
CUST00955,2025-07-01,Tier 1,25-34,Marketplace,,Hair Care,Combination,No,2,748.92,374.46,0.145,0.0,4.0,,,,,2025-09-30,4,17,1,1,0,0,0,16,2025-09-30,none,25,medium,2025-09-30,1,test
CUST00956,2024-05-21,Tier 1,18-24,Marketplace,Gold,Hair Care,Sensitive,Yes,7,5800.25,828.6071428571429,0.3028571428571429,0.0,3.7142857142857144,2.0,20.35,-0.9199999999999999,0.5,2025-09-30,10,52,1,1,0,3,1,15,2025-09-30,bundle_discount,12,medium,2025-09-30,0,train
CUST00957,2024-08-20,Tier 2,25-34,Organic,,Skin Care,Oily,No,3,1481.5,493.8333333333333,0.26,0.3333333333333333,3.6666666666666665,1.0,28.3,-0.38,0.0,2025-09-30,5,26,2,1,1,0,0,6,2025-09-30,free_shipping,12,medium,2025-09-30,0,train
CUST00958,2025-03-25,Tier 1,18-24,Google Search,Silver,Skin Care,Sensitive,Yes,2,1033.42,516.71,0.27,0.0,4.5,1.0,7.1,0.05,0.0,2025-09-30,2,6,1,0,1,1,0,23,2025-09-30,bundle_discount,12,high,2025-09-30,1,train
CUST00959,2024-03-19,Tier 2,25-34,Referral,Silver,Hair Care,Dry,Yes,7,3865.13,552.1614285714286,0.3085714285714286,0.14285714285714285,3.4285714285714284,1.0,15.8,-1.0,0.0,2025-09-30,0,0,0,0,0,1,0,20,2025-09-30,welcome_offer,25,medium,2025-09-30,1,train
CUST00960,2024-09-07,Tier 1,25-34,Marketplace,,Skin Care,Combination,Yes,4,3772.4900000000002,943.1225000000001,0.2125,0.25,4.0,2.0,15.35,-0.33499999999999996,0.0,2025-09-30,1,3,0,0,0,0,0,16,2025-09-30,free_shipping,25,high,2025-09-30,1,train
CUST00961,2024-05-20,Tier 2,35-44,Google Search,,Skin Care,,No,6,4247.5599999999995,707.9266666666666,0.35333333333333333,0.16666666666666666,3.1666666666666665,1.0,7.3,-0.26,0.0,2025-09-30,2,6,0,0,0,0,0,43,2025-09-30,welcome_offer,18,high,2025-09-30,0,validation
CUST00962,2025-04-09,Tier 1,45+,Organic,,Baby Care,Sensitive,No,1,349.41,349.41,0.26,1.0,5.0,1.0,32.9,-0.85,0.0,2025-09-30,9,52,2,0,1,0,0,19,2025-09-30,none,18,medium,2025-09-30,1,train
CUST00963,2025-05-22,Tier 1,18-24,Referral,,Hair Care,,Yes,1,641.2,641.2,0.34,0.0,5.0,,,,,2025-09-30,9,35,4,3,1,8,1,20,2025-09-30,welcome_offer,12,high,2025-09-30,1,train
CUST00964,2024-12-22,Tier 3,45+,Marketplace,,Fragrance,Sensitive,No,3,2167.08,722.36,0.25,0.0,4.0,,,,,2025-09-30,0,0,0,0,0,0,0,47,2025-09-30,none,0,high,2025-09-30,1,train
CUST00965,2025-03-20,Tier 3,35-44,Influencer,Silver,Fragrance,Normal,Yes,2,507.14,253.57,0.31,0.0,4.0,2.0,10.6,-0.15,0.0,2025-09-30,5,27,1,1,0,1,0,1,2025-09-30,none,18,medium,2025-09-30,0,train
CUST00966,2025-07-01,Tier 2,25-34,Referral,,Skin Care,Combination,Yes,1,2196.79,2196.79,0.3,0.0,5.0,1.0,49.6,0.59,0.0,2025-09-30,4,15,1,1,1,4,2,19,2025-09-30,welcome_offer,18,medium,2025-09-30,0,test
CUST00967,2024-10-14,Tier 3,35-44,Instagram,,Baby Care,Sensitive,Yes,2,2065.27,1032.635,0.29000000000000004,0.5,3.0,1.0,1.0,-0.77,0.0,2025-09-30,2,7,0,0,0,5,0,53,2025-09-30,new_launch,40,high,2025-09-30,1,validation
CUST00968,2024-09-13,Tier 3,35-44,Marketplace,,Baby Care,Sensitive,No,6,6505.79,1084.2983333333334,0.29,0.0,3.5,1.0,27.3,-0.34,0.0,2025-09-30,12,47,2,4,1,0,0,4,2025-09-30,new_launch,0,high,2025-09-30,1,train
CUST00969,2024-01-10,Tier 3,25-34,Referral,Gold,Skin Care,Oily,Yes,4,2654.59,663.6475,0.3025,0.0,4.75,1.0,20.0,-0.25,0.0,2025-09-30,14,68,1,3,1,9,4,16,2025-09-30,bundle_discount,40,low,2025-09-30,0,train
CUST00970,2024-03-06,Tier 1,25-34,Organic,,Hair Care,Dry,Yes,3,1607.64,535.88,0.41,0.0,4.333333333333333,1.0,2.9,0.65,0.0,2025-09-30,6,18,2,0,1,6,3,15,2025-09-30,none,40,high,2025-09-30,1,train
CUST00971,2024-04-27,Tier 1,25-34,Referral,,Hair Care,Normal,Yes,8,5099.62,637.4525,0.285,0.0,4.0,1.0,1.6,-0.18,0.0,2025-09-30,20,119,3,3,1,8,2,9,2025-09-30,free_shipping,25,medium,2025-09-30,0,train
CUST00972,2024-09-20,Tier 3,18-24,Organic,,Skin Care,Dry,Yes,5,5941.2,1188.24,0.27799999999999997,0.0,3.4,1.0,29.2,-0.24,0.0,2025-09-30,5,21,2,1,1,10,4,8,2025-09-30,new_launch,25,medium,2025-09-30,0,train
CUST00973,2024-08-30,Tier 2,18-24,Organic,Silver,Skin Care,Combination,No,7,2980.9700000000003,425.8528571428572,0.27285714285714285,0.0,3.4285714285714284,2.0,15.3,0.2,0.5,2025-09-30,4,13,1,0,1,0,0,4,2025-09-30,none,0,low,2025-09-30,0,validation
CUST00974,2024-12-09,Tier 3,45+,Google Search,Gold,Skin Care,Oily,Yes,5,3559.55,711.9100000000001,0.264,0.2,4.0,2.0,41.8,-0.52,0.5,2025-09-30,11,56,6,1,2,8,0,12,2025-09-30,free_shipping,18,high,2025-09-30,0,train
CUST00975,2024-01-27,Tier 1,18-24,Google Search,Silver,Makeup,Normal,Yes,4,2517.6099999999997,629.4024999999999,0.3075,0.0,4.25,,,,,2025-09-30,11,50,6,2,1,6,0,4,2025-09-30,free_shipping,18,medium,2025-09-30,0,test
CUST00976,2024-06-02,Tier 3,25-34,Instagram,,Wellness,Dry,Yes,7,5735.389999999999,819.3414285714285,0.33,0.14285714285714285,3.4285714285714284,2.0,24.650000000000002,-0.775,1.0,2025-09-30,9,26,4,0,2,6,3,4,2025-09-30,bundle_discount,25,low,2025-09-30,0,test
CUST00977,2025-07-05,Tier 3,35-44,Referral,,Hair Care,Normal,Yes,2,1375.4499999999998,687.7249999999999,0.255,0.0,4.0,,,,,2025-09-30,9,32,1,2,0,4,2,8,2025-09-30,none,18,low,2025-09-30,0,train
CUST00978,2024-09-06,Tier 3,25-34,Influencer,,Hair Care,Oily,Yes,1,725.16,725.16,0.38,0.0,3.0,1.0,8.7,-0.69,0.0,2025-09-30,0,0,0,0,0,0,0,56,2025-09-30,bundle_discount,25,high,2025-09-30,1,train
CUST00979,2024-03-22,Tier 2,25-34,Influencer,Silver,Baby Care,Combination,No,8,6304.8099999999995,788.1012499999999,0.27999999999999997,0.0,3.25,1.0,1.0,-0.31,0.0,2025-09-30,5,23,1,0,0,0,0,28,2025-09-30,free_shipping,40,high,2025-09-30,1,train
CUST00980,2025-07-04,Tier 3,25-34,Marketplace,Silver,Baby Care,Sensitive,Yes,1,492.33,492.33,0.26,0.0,5.0,,,,,2025-09-30,4,21,2,0,0,8,1,21,2025-09-30,bundle_discount,12,high,2025-09-30,1,test
CUST00981,2024-05-31,Tier 2,25-34,Organic,Gold,Fragrance,Oily,Yes,8,6263.0,782.875,0.31125,0.0,4.75,1.0,29.4,-1.0,0.0,2025-09-30,6,16,3,1,2,1,0,22,2025-09-30,bundle_discount,40,high,2025-09-30,0,validation
CUST00982,2025-04-26,Tier 1,35-44,Instagram,,Makeup,Oily,Yes,4,1862.8899999999999,465.72249999999997,0.32999999999999996,0.0,3.75,3.0,20.633333333333333,-0.34,0.0,2025-09-30,4,17,2,1,1,4,2,11,2025-09-30,welcome_offer,12,high,2025-09-30,0,validation
CUST00983,2024-12-28,Tier 2,18-24,Google Search,,Hair Care,Sensitive,Yes,2,1982.29,991.145,0.10500000000000001,0.0,5.0,1.0,7.4,0.73,0.0,2025-09-30,1,4,0,0,0,0,0,43,2025-09-30,welcome_offer,12,high,2025-09-30,1,validation
CUST00984,2024-12-29,Tier 3,45+,Marketplace,Silver,Hair Care,Combination,Yes,2,1055.25,527.625,0.22999999999999998,0.0,3.5,,,,,2025-09-30,3,9,1,0,0,2,0,3,2025-09-30,free_shipping,12,medium,2025-09-30,0,train
CUST00985,2025-06-05,Tier 3,18-24,Marketplace,,Baby Care,Combination,Yes,1,734.6,734.6,0.15,0.0,5.0,1.0,37.0,-0.69,0.0,2025-09-30,5,18,0,1,0,0,0,20,2025-09-30,none,0,high,2025-09-30,1,train
CUST00986,2024-04-09,Tier 2,25-34,Instagram,,Baby Care,Normal,No,5,3357.17,671.434,0.33799999999999997,0.0,3.6,,,,,2025-09-30,1,4,0,0,0,0,0,3,2025-09-30,none,18,medium,2025-09-30,0,train
CUST00987,2024-07-01,Tier 1,45+,Influencer,Gold,Makeup,Combination,Yes,5,5784.1,1156.8200000000002,0.3,0.0,3.6,1.0,33.0,-0.68,0.0,2025-09-30,2,11,1,0,0,0,0,0,2025-09-30,bundle_discount,18,medium,2025-09-30,0,train
CUST00988,2024-10-18,Tier 1,18-24,Referral,,Skin Care,Sensitive,No,6,4188.58,698.0966666666667,0.18666666666666668,0.0,4.666666666666667,,,,,2025-09-30,3,13,1,1,0,0,0,1,2025-09-30,welcome_offer,0,low,2025-09-30,0,test
CUST00989,2024-05-24,Tier 2,18-24,Referral,,Baby Care,Oily,No,5,4165.87,833.174,0.22999999999999998,0.0,3.8,,,,,2025-09-30,0,0,0,0,0,0,0,47,2025-09-30,new_launch,0,high,2025-09-30,1,train
CUST00990,2024-01-27,Tier 1,25-34,Influencer,,Hair Care,Dry,No,8,6096.85,762.10625,0.31125,0.125,3.625,2.0,31.4,-0.6799999999999999,0.5,2025-09-30,6,30,1,1,1,0,0,37,2025-09-30,none,18,high,2025-09-30,0,validation
CUST00991,2024-05-02,Tier 2,25-34,Google Search,Gold,Wellness,,Yes,11,11394.83,1035.8936363636365,0.24181818181818182,0.0,4.454545454545454,2.0,36.6,-0.745,0.5,2025-09-30,9,41,2,3,1,9,1,16,2025-09-30,new_launch,25,medium,2025-09-30,0,train
CUST00992,2024-08-15,Tier 1,35-44,Referral,,Baby Care,Normal,Yes,5,4442.45,888.49,0.322,0.0,3.6,,,,,2025-09-30,6,15,2,1,1,9,3,46,2025-09-30,free_shipping,12,high,2025-09-30,1,train
CUST00993,2024-02-09,Tier 3,25-34,Organic,,Fragrance,,No,7,6785.33,969.3328571428572,0.10714285714285714,0.0,3.857142857142857,1.0,27.6,0.24,0.0,2025-09-30,1,3,1,0,0,0,0,39,2025-09-30,none,18,high,2025-09-30,1,validation
CUST00994,2024-09-08,Tier 1,18-24,Influencer,Silver,Skin Care,Dry,Yes,5,4659.69,931.9379999999999,0.366,0.0,3.2,,,,,2025-09-30,8,43,4,1,2,4,1,5,2025-09-30,new_launch,0,medium,2025-09-30,0,train
CUST00995,2024-03-31,Tier 3,45+,Marketplace,,Skin Care,Normal,Yes,4,2523.84,630.96,0.33,0.0,3.75,,,,,2025-09-30,6,18,1,2,0,2,1,33,2025-09-30,free_shipping,18,high,2025-09-30,1,test
CUST00996,2025-01-24,Tier 1,25-34,Google Search,,Wellness,Sensitive,No,6,3267.7200000000003,544.62,0.17833333333333334,0.0,3.3333333333333335,3.0,5.533333333333334,-0.16666666666666666,0.0,2025-09-30,14,60,1,1,1,0,0,3,2025-09-30,bundle_discount,40,medium,2025-09-30,0,validation
CUST00997,2025-02-05,Tier 2,25-34,Google Search,,Wellness,Sensitive,Yes,1,325.85,325.85,0.33,0.0,5.0,1.0,30.6,-0.19,0.0,2025-09-30,4,20,1,1,1,2,1,36,2025-09-30,none,12,high,2025-09-30,1,train
CUST00998,2024-06-29,Tier 1,25-34,Instagram,Silver,Makeup,Combination,No,4,3519.26,879.815,0.2,0.0,4.25,,,,,2025-09-30,6,23,1,1,1,0,0,23,2025-09-30,new_launch,40,medium,2025-09-30,0,train
CUST00999,2024-01-30,Tier 2,25-34,Organic,Silver,Skin Care,Sensitive,Yes,7,4930.56,704.3657142857144,0.30428571428571427,0.0,4.428571428571429,2.0,9.55,0.03,0.0,2025-09-30,0,0,0,0,0,2,1,28,2025-09-30,none,18,high,2025-09-30,1,validation
CUST01000,2025-02-12,Tier 1,25-34,Referral,,Baby Care,Oily,Yes,3,2789.66,929.8866666666667,0.3066666666666667,0.0,4.0,1.0,22.6,-0.09,0.0,2025-09-30,3,16,1,1,0,1,0,19,2025-09-30,new_launch,0,medium,2025-09-30,0,train
CUST01001,2024-07-30,Tier 1,35-44,Influencer,Silver,Skin Care,Normal,Yes,5,4064.54,812.908,0.22800000000000004,0.0,3.6,,,,,2025-09-30,1,5,0,0,0,6,2,57,2025-09-30,free_shipping,25,high,2025-09-30,1,train
CUST01002,2024-12-07,Tier 2,45+,Referral,Silver,Hair Care,Sensitive,Yes,5,2761.33,552.266,0.22199999999999998,0.0,3.6,,,,,2025-09-30,11,51,2,3,1,6,0,12,2025-09-30,none,18,medium,2025-09-30,0,train
CUST01003,2024-08-22,Tier 1,25-34,Google Search,,Baby Care,Dry,No,1,944.62,944.62,0.32,0.0,5.0,1.0,11.4,-0.19,1.0,2025-09-30,6,32,3,2,2,0,0,43,2025-09-30,free_shipping,18,high,2025-09-30,1,train
CUST01004,2024-04-14,Tier 3,25-34,Instagram,,Skin Care,,No,7,5599.9,799.9857142857143,0.3385714285714286,0.0,4.0,1.0,49.1,-1.0,0.0,2025-09-30,1,3,0,0,0,0,0,49,2025-09-30,welcome_offer,0,high,2025-09-30,1,train
CUST01005,2025-01-21,Tier 1,25-34,Marketplace,,Skin Care,Oily,Yes,1,1329.67,1329.67,0.18,0.0,4.0,1.0,18.5,0.23,0.0,2025-09-30,4,13,1,1,0,2,0,19,2025-09-30,none,18,high,2025-09-30,1,train
CUST01006,2025-07-08,Tier 1,25-34,Marketplace,Silver,Skin Care,Normal,No,1,404.58,404.58,0.2,0.0,5.0,,,,,2025-09-30,3,12,2,0,0,0,0,4,2025-09-30,free_shipping,12,low,2025-09-30,0,train
CUST01007,2024-11-05,Tier 1,25-34,Google Search,Silver,Hair Care,Sensitive,Yes,4,1916.8200000000002,479.20500000000004,0.3125,0.0,4.25,1.0,54.7,-1.0,1.0,2025-09-30,5,22,2,1,1,8,2,9,2025-09-30,bundle_discount,0,high,2025-09-30,0,train
CUST01008,2024-10-18,Tier 2,45+,Google Search,,Hair Care,Combination,No,1,473.15,473.15,0.1,0.0,5.0,,,,,2025-09-30,1,4,1,0,0,0,0,50,2025-09-30,new_launch,12,high,2025-09-30,1,train
CUST01009,2025-08-14,Tier 1,45+,Instagram,,Baby Care,,Yes,1,334.39,334.39,0.32,0.0,2.0,,,,,2025-09-30,7,35,4,2,1,1,0,0,2025-09-30,none,25,medium,2025-09-30,0,train
CUST01010,2025-07-28,Tier 3,18-24,Referral,,Skin Care,Normal,No,1,531.29,531.29,0.25,0.0,2.0,,,,,2025-09-30,3,17,1,0,0,0,0,0,2025-09-30,welcome_offer,18,low,2025-09-30,0,train
CUST01011,2024-03-01,Tier 1,35-44,Google Search,,Skin Care,Sensitive,Yes,4,1951.66,487.915,0.265,0.0,4.25,,,,,2025-09-30,4,23,1,1,0,1,0,60,2025-09-30,bundle_discount,12,high,2025-09-30,1,validation
CUST01012,2024-08-02,Tier 3,35-44,Referral,,Baby Care,Sensitive,Yes,4,2561.7,640.425,0.1625,0.25,4.25,2.0,47.7,-0.665,0.0,2025-09-30,7,39,2,0,1,0,0,8,2025-09-30,free_shipping,18,medium,2025-09-30,0,train
CUST01013,2024-03-24,Tier 2,45+,Instagram,,Skin Care,Normal,No,2,1302.3899999999999,651.1949999999999,0.255,0.5,4.5,1.0,33.5,-0.9,0.0,2025-09-30,0,0,0,0,0,0,0,53,2025-09-30,free_shipping,12,high,2025-09-30,1,train
CUST01014,2024-02-09,Tier 2,35-44,Marketplace,,Skin Care,Normal,Yes,7,3972.09,567.4414285714286,0.26857142857142857,0.0,4.571428571428571,1.0,44.4,-1.0,1.0,2025-09-30,1,3,0,0,0,4,1,23,2025-09-30,new_launch,40,high,2025-09-30,1,train
CUST01015,2024-10-04,Tier 2,25-34,Google Search,Silver,Skin Care,Normal,Yes,3,1760.74,586.9133333333333,0.09333333333333334,0.0,4.666666666666667,1.0,38.2,-0.17,0.0,2025-09-30,12,36,2,3,0,7,1,3,2025-09-30,none,12,medium,2025-09-30,0,train
CUST01016,2025-09-11,Tier 2,25-34,Influencer,Gold,Makeup,Dry,Yes,2,879.1499999999999,439.57499999999993,0.245,0.0,4.5,,,,,2025-09-30,6,16,3,1,1,2,0,1,2025-09-30,bundle_discount,18,low,2025-09-30,0,validation
CUST01017,2024-07-02,Tier 1,18-24,Influencer,,Skin Care,,Yes,5,4886.54,977.308,0.258,0.2,3.8,2.0,30.349999999999998,-0.75,0.0,2025-09-30,3,16,0,1,0,1,0,13,2025-09-30,bundle_discount,18,high,2025-09-30,0,test
CUST01018,2025-08-31,Tier 1,18-24,Referral,,Baby Care,Dry,Yes,1,403.76,403.76,0.36,0.0,4.0,1.0,1.3,0.08,0.0,2025-09-30,10,59,2,2,0,6,1,7,2025-09-30,bundle_discount,12,medium,2025-09-30,0,validation
CUST01019,2024-11-09,Tier 2,25-34,Influencer,,Baby Care,Dry,Yes,2,1151.0900000000001,575.5450000000001,0.38,0.0,4.0,1.0,22.5,-0.67,0.0,2025-09-30,4,15,2,0,0,7,3,59,2025-09-30,none,18,high,2025-09-30,1,train
CUST01020,2024-09-26,Tier 1,25-34,Referral,Silver,Hair Care,Normal,No,1,236.73,236.73,0.33,0.0,2.0,,,,,2025-09-30,1,6,0,0,0,0,0,29,2025-09-30,new_launch,18,high,2025-09-30,1,train
CUST01021,2025-04-29,Tier 1,18-24,Instagram,,Wellness,Normal,Yes,2,1013.42,506.71,0.36,0.5,4.0,1.0,24.9,-0.97,0.0,2025-09-30,6,20,1,1,1,5,2,0,2025-09-30,new_launch,12,medium,2025-09-30,0,train
CUST01022,2024-02-23,Tier 3,18-24,Referral,,Hair Care,Oily,Yes,2,1528.4,764.2,0.455,0.0,3.0,1.0,48.9,-0.17,0.0,2025-09-30,0,0,0,0,0,0,0,40,2025-09-30,free_shipping,25,high,2025-09-30,1,train
CUST01023,2024-12-29,Tier 2,25-34,Referral,Gold,Fragrance,Dry,No,1,948.21,948.21,0.24,0.0,4.0,,,,,2025-09-30,8,20,4,2,1,0,0,47,2025-09-30,none,0,high,2025-09-30,1,train
CUST01024,2025-07-27,Tier 2,25-34,Google Search,,Fragrance,,Yes,1,370.39,370.39,0.31,0.0,3.0,,,,,2025-09-30,10,42,4,1,2,4,2,12,2025-09-30,bundle_discount,18,low,2025-09-30,0,train
CUST01025,2024-12-20,Tier 1,35-44,Referral,Platinum,Wellness,Combination,Yes,5,6092.71,1218.542,0.182,0.2,3.0,2.0,22.35,-0.375,0.0,2025-09-30,20,115,6,2,2,12,5,6,2025-09-30,bundle_discount,12,medium,2025-09-30,0,train
CUST01026,2025-01-04,Tier 1,25-34,Google Search,,Hair Care,Sensitive,Yes,2,759.58,379.79,0.41500000000000004,0.0,3.5,1.0,10.1,-0.54,0.0,2025-09-30,9,50,1,1,1,3,1,17,2025-09-30,new_launch,18,medium,2025-09-30,1,train
CUST01027,2025-05-05,Tier 3,25-34,Marketplace,,Skin Care,Normal,No,4,4029.9500000000003,1007.4875000000001,0.175,0.0,3.5,2.0,31.75,-0.49,0.0,2025-09-30,11,40,4,2,2,0,0,12,2025-09-30,new_launch,0,medium,2025-09-30,0,train
CUST01028,2025-04-10,Tier 2,25-34,Organic,Silver,Fragrance,Oily,Yes,1,2809.6,2809.6,0.26,0.0,4.0,,,,,2025-09-30,6,20,3,0,1,0,0,45,2025-09-30,none,0,high,2025-09-30,1,test
CUST01029,2024-06-30,Tier 1,35-44,Google Search,Gold,Skin Care,,Yes,3,1246.4,415.4666666666667,0.36999999999999994,0.0,3.3333333333333335,2.0,12.049999999999999,0.02,0.5,2025-09-30,3,18,0,1,0,1,0,12,2025-09-30,welcome_offer,40,high,2025-09-30,0,train
CUST01030,2024-07-17,Tier 2,25-34,Google Search,Silver,Fragrance,,Yes,11,8329.47,757.2245454545454,0.2381818181818182,0.0,3.5454545454545454,,,,,2025-09-30,10,45,1,2,0,8,2,0,2025-09-30,welcome_offer,18,low,2025-09-30,0,validation
CUST01031,2024-01-15,Tier 1,45+,Organic,Silver,Skin Care,Normal,Yes,5,3089.5600000000004,617.912,0.406,0.0,4.0,1.0,28.6,0.12,0.0,2025-09-30,4,16,1,1,1,4,0,48,2025-09-30,new_launch,40,high,2025-09-30,1,train
CUST01032,2025-09-15,Tier 2,18-24,Instagram,Silver,Fragrance,Oily,Yes,1,624.38,624.38,0.41,0.0,4.0,,,,,2025-09-30,5,27,2,1,0,5,2,6,2025-09-30,none,40,low,2025-09-30,0,train
CUST01033,2024-03-29,Tier 2,25-34,Instagram,,Makeup,Dry,Yes,10,5486.38,548.638,0.37,0.2,3.6,4.0,20.675,-0.535,0.0,2025-09-30,4,15,2,0,0,2,1,0,2025-09-30,free_shipping,18,medium,2025-09-30,0,train
CUST01034,2024-01-11,Tier 1,18-24,Instagram,Silver,Skin Care,,Yes,9,5240.5599999999995,582.2844444444444,0.2922222222222222,0.0,4.0,,,,,2025-09-30,9,27,2,3,1,5,2,22,2025-09-30,none,12,high,2025-09-30,0,train
CUST01035,2024-05-15,Tier 1,25-34,Google Search,,Baby Care,Combination,Yes,7,3702.49,528.9271428571428,0.4271428571428571,0.14285714285714285,4.714285714285714,1.0,7.1,-1.0,0.0,2025-09-30,5,28,0,1,0,5,1,0,2025-09-30,none,18,low,2025-09-30,0,train
CUST01036,2024-10-29,Tier 2,25-34,Instagram,,Hair Care,,Yes,6,5297.63,882.9383333333334,0.17166666666666666,0.0,4.166666666666667,,,,,2025-09-30,8,33,2,0,1,4,0,29,2025-09-30,welcome_offer,18,high,2025-09-30,1,validation
CUST01037,2025-08-22,Tier 2,25-34,Instagram,Silver,Hair Care,,No,1,681.83,681.83,0.37,0.0,5.0,,,,,2025-09-30,6,26,1,1,1,0,0,0,2025-09-30,free_shipping,25,low,2025-09-30,0,train
CUST01038,2024-10-02,Tier 2,18-24,Google Search,,Skin Care,Oily,Yes,4,1834.46,458.615,0.2375,0.0,3.75,1.0,34.0,-1.0,1.0,2025-09-30,4,15,1,1,1,3,1,5,2025-09-30,bundle_discount,12,medium,2025-09-30,1,train
CUST01039,2024-11-26,Tier 1,25-34,Marketplace,,Makeup,,Yes,3,1893.67,631.2233333333334,0.25666666666666665,0.3333333333333333,3.3333333333333335,2.0,15.85,-0.29000000000000004,0.0,2025-09-30,12,54,1,1,1,5,1,26,2025-09-30,new_launch,12,high,2025-09-30,0,test
CUST01040,2024-12-10,Tier 1,25-34,Influencer,,Hair Care,Dry,No,1,594.23,594.23,0.31,0.0,4.0,1.0,9.7,1.0,0.0,2025-09-30,1,5,0,0,0,0,0,26,2025-09-30,bundle_discount,12,high,2025-09-30,1,train
CUST01041,2025-03-21,Tier 2,35-44,Google Search,Silver,Baby Care,Combination,Yes,1,149.0,149.0,0.35,0.0,5.0,,,,,2025-09-30,1,5,0,0,0,0,0,34,2025-09-30,new_launch,40,high,2025-09-30,0,train
CUST01042,2025-06-03,Tier 2,18-24,Google Search,,Baby Care,Dry,Yes,1,610.96,610.96,0.25,0.0,4.0,,,,,2025-09-30,10,48,2,2,1,5,1,0,2025-09-30,welcome_offer,18,low,2025-09-30,0,train
CUST01043,2025-06-20,Tier 3,18-24,Marketplace,,Hair Care,Oily,No,1,464.25,464.25,0.62,0.0,5.0,,,,,2025-09-30,1,3,0,0,0,0,0,8,2025-09-30,new_launch,40,high,2025-09-30,1,validation
CUST01044,2025-04-14,Tier 2,25-34,Marketplace,,Skin Care,Sensitive,Yes,1,2141.49,2141.49,0.22,0.0,3.0,,,,,2025-09-30,2,5,1,0,1,2,0,21,2025-09-30,new_launch,0,high,2025-09-30,0,test
CUST01045,2024-09-07,Tier 2,18-24,Organic,,Skin Care,Oily,Yes,2,1560.91,780.455,0.22,0.0,3.0,,,,,2025-09-30,4,12,1,0,0,0,0,14,2025-09-30,none,18,high,2025-09-30,0,train
CUST01046,2025-01-20,Tier 2,35-44,Organic,,Skin Care,Dry,Yes,1,1032.89,1032.89,0.1,0.0,4.0,1.0,15.3,-0.67,0.0,2025-09-30,1,3,0,0,0,4,0,9,2025-09-30,none,18,high,2025-09-30,1,train
CUST01047,2025-03-10,Tier 2,25-34,Google Search,Silver,Wellness,Oily,Yes,1,389.07,389.07,0.22,0.0,5.0,,,,,2025-09-30,2,6,0,0,0,0,0,26,2025-09-30,new_launch,25,high,2025-09-30,1,train
CUST01048,2024-12-14,Tier 1,25-34,Marketplace,,Skin Care,Dry,Yes,1,616.59,616.59,0.05,0.0,4.0,1.0,33.0,-0.39,0.0,2025-09-30,8,45,3,1,2,4,0,31,2025-09-30,free_shipping,40,high,2025-09-30,1,train
CUST01049,2024-12-13,Tier 1,25-34,Instagram,,Makeup,Combination,Yes,1,345.2,345.2,0.11,0.0,5.0,,,,,2025-09-30,6,36,2,2,1,3,1,25,2025-09-30,none,25,high,2025-09-30,1,train
CUST01050,2025-06-13,Tier 2,35-44,Instagram,Silver,Skin Care,Combination,No,2,1629.56,814.78,0.095,0.0,2.5,,,,,2025-09-30,8,44,1,1,0,0,0,0,2025-09-30,free_shipping,0,low,2025-09-30,0,train
CUST01051,2025-01-28,Tier 1,35-44,Marketplace,Silver,Hair Care,Oily,Yes,2,1390.63,695.315,0.38,0.0,4.5,1.0,17.9,-0.05,0.0,2025-09-30,7,22,1,1,0,7,3,26,2025-09-30,free_shipping,40,high,2025-09-30,1,train
CUST01052,2025-04-06,Tier 3,25-34,Marketplace,Gold,Wellness,Oily,No,1,763.75,763.75,0.05,0.0,5.0,,,,,2025-09-30,7,39,3,0,2,0,0,42,2025-09-30,bundle_discount,0,high,2025-09-30,1,train
CUST01053,2024-03-22,Tier 1,18-24,Influencer,Silver,Skin Care,Normal,No,2,2622.57,1311.285,0.205,0.0,5.0,1.0,5.4,0.01,0.0,2025-09-30,0,0,0,0,0,0,0,32,2025-09-30,free_shipping,18,high,2025-09-30,1,validation
